,o_0_lb,o_0_ub,o_1_lb,o_1_ub,o_2_lb,o_2_ub,o_3_lb,o_3_ub,o_4_lb,o_4_ub,o_5_lb,o_5_ub,o_6_lb,o_6_ub,o_7_lb,o_7_ub,o_8_lb,o_8_ub,o_9_lb,o_9_ub
0,-23.29867856648679,-21.78596675528473,-3.365741498126739,-2.4098677902460848,1.8672734259781834,2.6495214041599313,1.867273425978183,2.662105995624398,-20.261429404589133,-17.510542845943107,-4.166780975685487,-2.216397488650937,-14.731880561860564,-12.402546980997833,-11.987517337909143,-11.199480609753383,-11.95343608174434,-10.623320493671217,-8.799825522158395,-7.48839585797094
1,-21.77483874001203,-19.66913365054945,-5.358528784266612,-3.1537937443717623,0.9101366297118647,2.575535553029405,0.9101366297118647,2.575535553029405,-18.22894033176642,-14.244890462781136,-6.652650434406932,-4.49642658622343,-14.114054184967888,-10.585780213366837,-12.751710410139367,-11.682572980931148,-12.3129116847085,-10.374770167950743,-10.260561408577225,-8.1039723241335
2,-21.85459367481766,-18.15312353129771,-5.201424775179022,2.704328390017438,1.1699563666354984,2.591390978300044,-2.0813638579849254,2.591390978300044,-17.230915585360968,-11.320297696095066,-7.6206570468208765,-5.158135048609785,-14.133643857109076,-7.756197344406215,-14.373449500871313,-11.680139678351964,-12.904089665256638,-5.980383674948853,-10.211776784718763,-7.136172259706668
3,-22.622566495007014,-20.244467496796812,-6.241970241760601,-3.8338611941376195,1.0380981445196782,2.7184195476812274,1.0380981445196782,2.7341258865064733,-18.05066423177619,-13.820620301920284,-7.2572347666292725,-4.907915337500359,-15.141193735825183,-11.64244618103074,-13.020152210804696,-11.700266681532616,-12.308336329126867,-10.085974897130097,-10.26017515205696,-7.777536333204867
4,-22.831850356207443,-19.979372577148293,-7.359035489139209,-4.5876467807796235,0.08271393733406107,2.5766653416282543,0.08271393733406107,2.5766653416282543,-17.766584392565843,-12.756098164070963,-6.739611749383683,-4.1899555087196525,-14.3023121688766,-9.896711311530483,-14.139243945506983,-11.753523342466044,-12.264728169235028,-8.864050273010989,-10.64022436040374,-7.597544050807599
5,-22.114881506214473,-18.673752868161923,-6.875792705256551,-3.540906246201903,0.7226269322180552,3.1405865559888992,0.7226269322180552,3.17691409161601,-20.551983700488968,-15.071214707410052,-8.287517612460727,-4.930195926822714,-16.490627305062773,-11.790994563876426,-12.827229163340192,-11.513746754982723,-12.30027320523149,-8.650868134540744,-10.696576787302128,-7.277965989882295
6,-23.195961822540713,-18.952288591685555,-8.127995094769194,-3.1472377475765745,-0.08669263893583001,3.2463772249202636,-0.08669263893583001,3.3866400080016605,-20.17466462236684,-13.220268316430625,-8.295710244027408,-4.121298271626676,-15.593036787065031,-10.02394473595099,-13.193905455901707,-11.390618191817058,-12.318755894983308,-7.3117511681036955,-10.53795775382901,-6.226820043249152
7,-23.980806697876407,-19.32197607805503,-9.624546585425447,-3.8692368237844983,-0.9451575761301891,2.882323701308912,-0.9451575761301889,3.0959669010928623,-19.334138011309104,-11.679683994719646,-9.57278118239465,-4.732299029901858,-15.565482096227171,-9.64375462324508,-12.640453979587448,-10.588898675301326,-14.939549546348504,-9.271346390009363,-10.94748875978761,-6.824892147180596
8,-23.460535857423295,-18.37598887457255,-7.056844208143807,-1.7088913292619896,1.0203021164785524,4.3852985917697795,1.0203021164785524,4.539073883949851,-19.63750423070673,-12.172254664714172,-9.103443509726189,-4.619847886073205,-17.415691913605677,-9.758091995974864,-14.12772828534715,-10.503032894590152,-12.604647928508571,-7.370117194104285,-12.266532335322273,-6.930233266971641
9,-21.443051144198265,-19.5251467569222,-7.309528940591445,-5.263276163749046,2.688332603522796,4.0172924520898325,2.688332603522796,4.02394877320442,-18.748743744494995,-15.146386205162619,-6.607053671527041,-4.454164520296673,-16.307555888012665,-12.012507193935265,-13.743464363110194,-10.471168981650127,-12.276388751917626,-10.41897235525797,-9.55954413009452,-7.789225629602129
