,o_0_lb,o_0_ub,o_1_lb,o_1_ub,o_2_lb,o_2_ub,o_3_lb,o_3_ub,o_4_lb,o_4_ub,o_5_lb,o_5_ub,o_6_lb,o_6_ub,o_7_lb,o_7_ub,o_8_lb,o_8_ub,o_9_lb,o_9_ub
0,-10.323231207016699,-9.229167366412335,-2.760064214921659,-1.7561737060236435,-3.267083587827316,-2.8682106425528033,-0.6825661811201522,0.32662702103454877,-9.397231389597607,-7.613101376740572,-4.441455266012578,-2.6727856656644375,-6.321868948562819,-4.2398804464532684,-12.368948376768579,-11.713905056448798,-0.4812176081330838,0.32662702103454866,-2.8624933848207403,-1.8119547690405944
1,-9.411184044731021,-8.966093697241472,-3.194704881080156,-3.0340164186284246,-2.818952669217507,-2.611415726367245,0.27290128887010123,0.38209949202441074,-7.637888531725761,-7.25577558070266,-4.670572011375091,-4.303967054680417,-4.355611426308322,-3.9340547454698633,-11.895762763017167,-11.78443480250137,0.29387055194162925,0.4235925918600212,-2.347582938886853,-2.137327485913175
2,-13.70807006457063,-9.689843935021702,-6.103497725210524,-3.014657462507906,-5.243612881741036,-3.019552228233577,-0.7313346493213171,0.4155232173587179,-12.131735222158536,-8.133909668064867,-4.894102749288445,-1.6523100302463545,-8.100099583996402,-4.420844384428848,-12.036159890734902,-10.986681151172911,-0.679152602052081,1.460747225411866,-4.579115629243834,-2.3347680109030424
3,-9.827852619610765,-9.735254334428909,-3.546783685748627,-3.1439972898822734,-3.013736560697655,-2.8973468805169427,0.4732612391311282,0.5179474168392262,-8.46427964647285,-8.24515837939945,-3.8810499267899976,-3.697985525619287,-4.539099717695951,-4.320747993316793,-11.740154924785534,-11.691369386975754,0.4732612391311283,0.5319250451556097,-2.438534894325607,-2.3835296025572936
4,-11.256484457684632,-9.590035514101348,-5.246814739161808,-2.338545783117761,-4.190786068110938,-2.5970025662595404,0.20563191797894742,0.791907433844278,-8.88043377914941,-6.906684881810317,-4.488541281298973,-2.4885236826712975,-5.644016209281933,-3.573539558906729,-12.804851085909952,-11.798354469248487,0.21974575118290351,0.9722662933326052,-2.729778203218814,-1.8841262307172948
5,-14.806277106108011,-9.093760559795923,-8.91393360723254,-2.2706236437617,-5.147676062034326,-0.7056937854731029,-1.2894697387857983,1.2849612458069655,-12.955643253297971,-6.363715269235947,-6.202962326786463,-0.023070244169267173,-10.75305941167142,-3.068041904481817,-12.387614772686113,-10.295179805806352,-3.68309642361265,1.801049101368214,-5.002381399445554,-1.8980935191022767
6,-10.462795559991813,-9.313100926005356,-2.93302585322938,-2.2235223645033937,-3.454488150219949,-2.77176191012409,0.03738610952560063,0.8396626997690163,-8.928042303556673,-6.396859593965321,-4.598040648110794,-3.06876794216346,-5.766471467619106,-3.4543934159329965,-12.945670918592562,-12.197185254898173,0.03738610952560063,0.8396626997690163,-2.421336047419054,-2.0711402967182995
7,-14.139595424226055,-9.182040517206056,-4.466964466324287,-2.2628788403973314,-4.657769982218742,-2.338392430760975,-0.37741022307115424,0.8827475352307941,-11.98010586809405,-6.22228873699118,-4.634560264202807,0.7329050712223988,-8.048613430196541,-2.9662183561517548,-12.43905862517034,-10.397940258486626,-4.271106687228244,0.8827475352307941,-3.5583255096262265,-1.7963755550133116
8,-16.345894644068004,-8.940205849306324,-6.637345545230655,-0.3780365664201477,-8.00561249476699,-2.332241880429347,-2.009610076729829,0.7962179280419337,-13.360777359685876,-5.24362403034099,-5.466660289232024,0.7345397062974198,-11.798114451388864,-3.0084011481298756,-13.92419275737678,-10.671130437504793,-8.438900130101157,0.7962179280419337,-4.8427451301125295,-1.0938768471407947
9,-14.306563976975438,-7.678850939861614,-8.710253650055606,-2.339781175372077,-6.122755952648815,-2.3950522219181845,-0.32579107705193255,1.9202386257652568,-13.706855002735036,-6.20885081835646,-4.43397704446858,2.090692129684613,-9.67827019585692,-1.543586384613688,-12.182905112562,-9.258181562395984,-7.537877628441135,0.9800391761977103,-4.781826005585852,-1.676382301133428
10,-16.69093757566567,-8.885023719371535,-7.416736497857781,-2.1983601171131566,-5.774323326659568,-2.1458918859799505,-0.19967020053106044,2.706144651391847,-13.628378327804246,-6.349833702392822,-6.148286410338217,2.8947839706670493,-9.616052292585103,-2.7328161723318263,-12.187094728672292,-9.38553344018828,-8.249308363098487,1.166570654177904,-5.780577289388491,-1.2074442799567358
11,-12.474456249010576,-8.486729644122534,-8.579573414708225,-2.2786301861659717,-4.819069010873697,-0.9017610953126972,-1.0115546186609814,1.2548616504481027,-11.164535576409042,-5.358719424689723,-9.635745300251836,-3.501098426522235,-12.233690481445151,-3.17614371869362,-12.174691005921932,-10.028255312410247,-0.9728797949606309,1.5663646936571844,-2.9885220440863107,-0.8193910114719456
12,-10.612873261338432,-9.336703707942107,-3.1347351145040614,-2.276641048832486,-3.4361997383429252,-2.626156886485319,-0.18565311869384013,0.8310257280787433,-8.90814163254675,-6.235018850878919,-4.687167649429646,-2.8546530179453713,-5.183266713135369,-3.098047983009989,-11.922885299691309,-11.327984160784165,-0.18565311869384013,0.831025728078743,-2.7933842105605926,-2.3958463184184846
13,-14.154895904276003,-10.183315463479094,-5.166069349973556,-2.2299778261221945,-5.839665932012571,-1.7335861856662325,-0.7192871898962471,1.2520447804126678,-12.143902421276275,-6.560333840889311,-5.313034649706931,1.2705863981973378,-8.914284213982066,-3.1812288750554822,-11.817893870305022,-10.577593695800706,-5.614861408657239,1.1573569232439376,-4.235876252873858,-2.146750445596413
14,-15.808611699707198,-8.87183485924033,-8.963136931528043,-2.111263942314933,-7.52031682254463,1.2059033905819636,-2.3331281145258496,1.2059033905819636,-13.16302751492118,-4.958435356772938,-6.495440398004822,1.1732747114729136,-10.706499867436303,-2.9283173066719126,-12.50781428910171,-9.771002494524929,-7.493946699853071,0.8387978926412178,-4.440039973869553,-1.263200301816541
15,-15.15400405785766,-9.658785936276216,-6.09592662270415,-1.7824310067730647,-6.849591621049943,-3.038803759805808,-1.5777983137561629,1.5294354219936805,-11.570883239105934,-5.805662593132865,-6.827070490577144,0.1141577126545607,-7.899186326898609,-2.985823542919631,-13.37457641310369,-11.434045534820775,-2.4703661322797905,1.681982147709156,-2.474366629170815,-0.5528424060764032
16,-10.213211079097714,-4.237030513147973,-10.41278311810095,-2.290914459590383,-3.4054368192373583,0.39101680540616046,-1.2337731660005797,1.1931282182673832,-10.012596478085602,-5.622773302238307,-6.870100703025917,-2.177609538402633,-9.205419414927775,-1.8145318740202736,-12.17086569229434,-9.974280927128582,-4.111393275390851,1.2128985479629288,-4.817994646429397,-2.400403456341384
17,-16.975385202198115,-8.588709503295831,-10.882173469528997,-2.1297005474256974,-6.6205904889006675,-0.31084611811670837,-3.1157728483124325,0.6536448789056893,-13.342493330795019,-4.519471757633922,-8.113641063606805,0.6069742882106949,-12.76233218756521,-3.0967790000386652,-12.17205739798797,-8.593957300190874,-9.060145704937367,0.6536448789056893,-3.8121140489539957,0.06617628506619438
18,-20.01542009804695,-8.31746887404006,-17.183275283606115,-2.2649637930818454,-8.738991623515417,-0.3437273063967467,-6.807404776398716,0.6969118547880164,-14.620334982262344,-2.7149704793080067,-11.268091219710188,0.46581139992124104,-17.37512566150494,-3.084876003411627,-12.183342253026819,-6.844270068270471,-14.047698302698088,0.6969118547880164,-5.157309401419306,-0.20933855573336313
19,-17.96599124222878,-7.919880859437399,-14.592401400721466,-2.2693350330848387,-8.787921759276745,-0.8921684796166603,-4.963102777783448,0.7595960890091534,-14.585924217911522,-2.528573344050285,-8.623904425265703,0.7595960890091534,-13.255286139644554,-2.5105525219036884,-13.094519477810477,-8.22623339413478,-13.58945010419743,0.5760321014999186,-9.477258349610697,-2.4173272463598767
20,-15.538517499357747,-8.219616597988566,-8.316348886270587,-2.258150791811088,-8.653680484685013,-3.2269967514903617,-2.611862634077926,0.9097854781777119,-12.832959609684144,-4.324585797998722,-5.683767763521237,1.061798807932064,-10.079993722398806,-1.9803309404446432,-13.103651593128646,-9.347373335135583,-8.82524820055271,0.5709419120065866,-5.612183380833219,-1.7156371328303313
21,-13.068600606831854,-9.647145883064049,-5.8267378847765645,-2.260029744026767,-4.868429813468724,-2.0402025065426863,-1.3796709378405163,1.5705017293535504,-10.814108910805166,-5.041837253588714,-7.2018316711598365,-2.1613408934158986,-6.99251373087608,-2.7259268594129633,-13.049681130139172,-10.84993870417746,-1.3796282536042264,1.6598401248610268,-3.5156828394072184,-1.3093502504758654
22,-13.224017575614022,-5.40349018801634,-10.911687883351238,-2.2645167022494346,-5.594813886883092,-0.23703805982903492,-2.0972423414835593,1.352487627234496,-14.098760003368852,-5.387128218794986,-6.327589208424073,1.4908964305650445,-10.76883014893949,-2.8637177181585383,-13.878838741251577,-10.20371008021474,-8.26962425850554,0.5928374359617025,-4.331646353891137,-0.39589872972949514
23,-10.907207132439726,-9.484614664805859,-3.324841937790315,-2.2444524312081438,-3.254292632995766,-2.253780755924102,-0.2340955321466966,0.9636003573300669,-9.179537769222769,-6.293868673170199,-5.113076516746754,-2.990837696376118,-5.33031424688493,-3.0578025833696962,-12.464128785797705,-11.77501149322614,-0.2340955321466966,0.9636003573300669,-2.5821450267191532,-2.0733807042690042
24,-14.625051119918803,-12.98203939843792,-6.596384586100564,-4.086976844783386,-8.694653053041538,-6.54530073057681,-0.4435775687067019,1.124331311815204,-10.757840240040153,-8.034667820565087,-0.4435775687067019,1.124331311815204,-8.293000657438927,-5.956613991344825,-10.318464995486703,-8.333390371701018,-9.70185225410889,-5.593657672433179,-4.9035557494470705,-2.8417137493173175
