,o_0_lb,o_0_ub,o_1_lb,o_1_ub,o_2_lb,o_2_ub,o_3_lb,o_3_ub,o_4_lb,o_4_ub,o_5_lb,o_5_ub,o_6_lb,o_6_ub,o_7_lb,o_7_ub,o_8_lb,o_8_ub,o_9_lb,o_9_ub
0,-4.362085777514102,-4.1571480798651805,-10.752996768367286,-10.26910733837936,-11.146621735843826,-10.911201987310475,-4.805343668801191,-4.613308229552173,-4.373660550597721,-4.213131726402854,-0.4187856388378565,-0.3121217680405336,-6.442180145132483,-6.29815921556234,-7.544441410858651,-7.361220777967411,-8.699765508235336,-8.335272990120894,-0.4187856388378568,-0.3121217680405338
1,-4.878830952128065,-3.068931559675296,-12.695361823992995,-8.188016552713275,-12.408029450149547,-10.429669898810765,-5.113866625443726,-3.520887967108437,-5.18491868381329,-3.8281375857625686,-0.6239106009735416,0.3305127575196458,-6.655142692364647,-5.08409628768471,-8.819855312835923,-7.632430414271513,-8.09547801363874,-5.083831760009044,-0.6239106009735416,0.3305127575196458
2,-5.9327539903656055,-3.7303679151124935,-13.961224875938736,-8.34027286204676,-13.163369261216266,-10.715467887501823,-4.92640053080735,-3.118033893888083,-5.549723277600096,-3.7619083954541033,-0.35305245815031955,0.7930057989661736,-6.636908126453019,-4.401720963239757,-8.761540834743604,-7.40817787658538,-8.302370391445704,-4.994540943959372,-0.3530524581503198,0.7930057989661738
3,-7.3594785012661745,-4.036020052510739,-16.62451551725397,-8.866996579730248,-14.602468379607503,-11.123145862679236,-5.306800077609955,-3.085189866293019,-5.404724574463123,-3.176667725652903,-1.2949915706507762,0.21873757973961006,-7.079936792321746,-3.586715312154813,-8.372862808223912,-6.374809952175638,-11.3413847722724,-6.491045744877955,-1.2949915706507762,0.21873757973961006
4,-5.721377961938041,-3.3962515337341443,-12.678945218496942,-7.490120136687819,-12.156340102667027,-9.87059188038416,-4.779475539633442,-1.9367181901169288,-5.001567261891584,-3.3759967733128944,-1.310382980081317,0.29555322296337444,-7.74277055075636,-4.69701931364999,-9.553431119629941,-6.2467024405208615,-8.49841364557661,-5.059881495458122,-1.310382980081317,0.29555322296337444
5,-10.85352577008653,-3.2631128287029854,-14.641200138484079,-0.6666269341029363,-16.269462831332127,-9.193038973799165,-9.736924631577017,-2.181495976493057,-7.670351197607931,-1.1767181341515276,-3.215738075457528,0.9448422133175556,-11.753305790441518,-2.295549287271837,-12.925966862416063,-6.450748327537132,-11.090343499287226,-2.861816991136667,-3.0933255377991506,0.9448422133175556
6,-9.761804579812717,-0.8384800208436827,-18.743493941337004,-2.3324871916717713,-18.592809184002583,-9.50798760766334,-11.869164028491763,-2.5109397020412207,-10.879557073017006,-1.250926259538818,-4.348434420906035,2.055630879119339,-14.805018476802202,-1.6629090612161717,-13.047897283847457,-5.357509249630513,-12.156260056640049,-0.8549759715854639,-3.2898034287545643,2.4349694057886997
7,-10.153947671823216,-1.5033794147598125,-18.726480867732572,-2.5391816054902328,-18.148251423733733,-9.216294584491084,-12.330470518495826,-3.035397365543592,-9.695464092806368,-0.5175681164872556,-5.429189103327719,0.9667994659200392,-14.684725594687556,-1.7410282069174157,-12.690763427883349,-4.867944461539885,-12.139207234245635,-0.9378144286632057,-4.875338712386339,1.0620419039910232
8,-8.920177915921231,-3.234849421995339,-17.144923576086565,-3.866882991079448,-17.089237033154106,-9.638312513842338,-12.400578090246565,-3.9824905657831007,-5.719900582138557,-0.16307592898725543,-3.2421114495337555,0.49244254380020414,-9.666427955973361,-1.853422961047531,-12.68995892037588,-6.636971718927242,-12.176444148106595,-5.255091738393018,-4.84913238402333,0.49244254380020414
9,-5.715492730364839,-3.2102652737784334,-13.169019359887695,-5.438296565864766,-13.764971627812812,-9.46127084203798,-7.935664200249465,-3.4574229882753884,-5.362546623062332,-2.8148651073065145,-0.991483546028603,0.748027531727544,-7.5653702963792835,-4.0627943738632135,-11.556761401171343,-6.608422426719976,-8.431482985958063,-4.447641570018825,-0.991483546028603,0.748027531727544
10,-5.462841709500574,-3.2075599898230873,-13.112105023250663,-6.190407772422186,-13.11437802995205,-6.775709863847316,-6.809584124091819,-1.4698281294693354,-5.59884314895294,-3.133218527601738,-1.3212326227022166,0.3034715650933675,-7.578133229205303,-4.573485043893016,-11.49918028422786,-6.793563132775908,-8.374109374851773,-4.66881025796142,-1.3212326227022166,0.3034715650933675
11,-5.5880623797026905,-3.3583138879239343,-12.488574282209473,-5.889981832571758,-15.080176054777969,-11.115302427295752,-7.9700905890689615,-3.8965868652558617,-4.891702435743668,-2.7652531214136156,-0.4447839885534749,0.95211491491493,-7.248622156700476,-4.509548455310828,-12.388384667851263,-8.044306402549926,-8.27063671053074,-4.676580501746905,-0.4447839885534749,0.95211491491493
12,-1.3489254872835714,3.5891099172008647,-17.147659580294537,-2.703662141300004,-15.842777757051156,-8.445855059375756,-11.755868316914826,-3.2114633749278596,-8.507314075341801,-1.128900892296337,-1.365222605548814,3.30916431603884,-8.075491304485945,0.5054890146575097,-12.794529026920953,-6.103808796895995,-9.49163416281339,-1.5122431668730738,-5.009558420143497,-0.06970872982392451
13,-4.97691597201944,-2.890390045875918,-12.543154277704108,-6.161581866871746,-14.129416942847307,-10.358348440464738,-8.202572057918472,-4.1310577755318825,-4.551009800987404,-2.522956046155074,-0.5133916328876159,0.817831345783023,-7.412740302117294,-4.852045209136424,-11.77438456931875,-7.553928020188577,-8.666162412881706,-5.146824809779757,-0.5133916328876159,0.817831345783023
14,-7.474752089580397,-1.3332415953213728,-16.44465442103029,-2.8860431308489174,-17.35854187046392,-9.781979646367855,-16.06770513683289,-4.36046756970694,-5.396353333252504,0.6544217059004398,-2.611290734492257,1.2157756903810835,-10.444592126017046,-1.9220080499669427,-12.118065602751248,-5.777715583012453,-11.833956747315256,-4.2644578680485,-3.9597166698893234,1.2157756903810835
15,-6.892793445328886,-2.5992109228125315,-14.872078567731876,-2.486453736006628,-17.16488908952392,-9.293456209839091,-12.972118652697803,-2.08028711736582,-6.6387997435660715,0.6476006542347251,-1.2194253372327892,1.9216850792486346,-8.420564164741634,-1.4250282547404236,-13.121529479603659,-6.898011170759412,-10.020769808637953,-3.1768005058075115,-6.188800851473485,1.9216850792486346
16,-6.084631187421303,-3.6301857733687015,-12.750188440078286,-5.975907659938845,-13.208167993069939,-7.6360681356609295,-6.940829182880539,-2.5159513143832557,-5.506102252674932,-3.130911263010287,-0.7648922062491177,0.6851745689300894,-8.309678274307046,-5.426198369319457,-12.148730320243537,-7.558398763592324,-8.023767249535611,-4.285519004057613,-0.7648922062491177,0.6851745689300894
17,-6.551828383877319,-3.311933875505508,-14.016280244188048,-4.552552602974851,-15.352798771755626,-10.468490069494557,-8.706959252029634,-3.742029842700931,-5.597076018717982,-2.175111183893308,-1.29180783268863,0.972155717957887,-7.397136992161778,-2.8703097563346924,-12.400447755865752,-6.937035000831853,-8.300143819970087,-3.7196399643095717,-1.29180783268863,0.9721557179578879
18,-12.111709856461573,-6.710359678222048,-12.718223972581733,-3.745609054702149,-17.119944886805722,-12.232443893835526,-10.541975918313174,-4.408434554241355,-2.1806222553122936,0.43956773966432516,-2.1806222553122936,0.054654441914671906,-8.137643488161775,-1.6948363892160578,-12.789898117247578,-7.998921559883735,-8.877887739926702,-4.917012960775802,-6.241467287872911,-2.390457109972475
19,-5.203207805730344,-3.0102864157688405,-12.6933712680697,-5.956974737882868,-13.42533485444338,-9.198654210259075,-7.930319048887069,-3.807550257940669,-5.258876067547613,-2.9780138360499686,-0.6335963915189079,0.8050056213986949,-7.319319199718764,-4.466978077234193,-12.905549441796552,-8.341340026182857,-8.006183325339883,-4.273407739762483,-0.6335963915189079,0.8050056213986958
20,-5.8572172560924765,-2.809319287871892,-12.95983625457101,-4.0608370182043805,-13.383904633477337,-7.709491085594843,-10.485993242325268,-3.5871744327977644,-7.385908795083495,-2.78384591477591,-1.1360313880287862,0.9570306161428884,-7.977887575003019,-3.0434778656743062,-13.783189894141765,-7.999911221613019,-7.863861629466559,0.9131640100666847,-3.1696251981132533,0.9570306161428884
21,-8.44139103281257,-3.263593060284383,-14.638201521565652,-4.247921509403506,-17.143697178260442,-10.20230902946983,-11.378908375223704,-3.5229432396442566,-4.320445642178474,0.8497038432943911,-1.9248889056005836,0.8317741627701022,-9.211544868070881,-2.4516864163831396,-13.583922497142913,-7.1537520437608455,-10.027733392156403,-5.026600274689053,-4.90410012887418,0.8317741627701022
22,-9.607829803523234,-2.900605462793875,-17.595764428226357,-3.670545976161499,-17.109615228242387,-9.702383911423496,-12.160994841490734,-4.099773854317183,-3.160789926321146,2.0022936412680234,-3.023179071627572,0.48543369211008736,-10.303715977103504,-1.18396208119567,-14.500485920797413,-7.498293599944618,-10.973534226777577,-2.962589043717191,-7.388535535955592,-0.4182295482483969
23,-6.976263007975702,-1.2939811097147407,-14.067597562377351,-2.8274226176005124,-16.568768439830436,-10.563702638621983,-13.128189731785408,-3.438891425127977,-5.7489278963739,-0.05512094818173985,-3.0838113914673024,1.2026245462948486,-7.395858221615577,0.1880292749128464,-13.953537011843611,-7.759941718059936,-8.68526899451247,-1.7065791367245606,-7.737239408698087,1.2026245462948495
