,o_0_lb,o_0_ub,o_1_lb,o_1_ub,o_2_lb,o_2_ub,o_3_lb,o_3_ub,o_4_lb,o_4_ub,o_5_lb,o_5_ub,o_6_lb,o_6_ub,o_7_lb,o_7_ub,o_8_lb,o_8_ub,o_9_lb,o_9_ub
0,-17.91679030993153,2.5615001845139083,-11.304055457738844,6.385717455992591,-20.790764221914785,-1.8652187038307058,-15.220347856566308,5.029954939548942,-17.015116879282107,6.969612604411627,-17.595548983068888,3.46197201681841,-18.4388918401393,3.682406084956703,-12.163495617810042,6.081425247279677,-9.933136540986068,5.766780026236298,-10.201107454066042,4.982801348374925
1,-18.44171928665589,2.561500184513942,-11.304055457738851,6.385717455992613,-20.931499127990534,-1.8652187038307058,-15.220347856566349,5.599604119322802,-17.01511687928212,6.96961260441165,-17.595548983068905,3.465959940112878,-18.438891840139306,3.68240608495672,-12.163495617810042,6.081425247279677,-10.21019001142807,5.766780026236298,-10.201107454066042,5.108368205195751
2,-19.593627626209287,3.635465836516885,-12.558971614219264,6.84280646000489,-21.508352281404495,0.7878310307656244,-16.763237391962445,6.061363132234573,-19.924896112226612,6.970551980770355,-18.168557594592524,5.19765419214373,-19.868908705911974,4.663830390657925,-15.675830486644658,6.181367900217001,-10.821971325971393,6.321168732945636,-11.845902589772939,5.663870493441308
3,-18.597676798460206,3.2748163487624473,-11.309606452585868,7.581149070761441,-21.198897599244102,-1.2050126894395021,-16.121461061022693,5.162184841877042,-17.2773877439952,8.344103119813,-17.726705237366176,4.096003672157572,-18.591552847812036,4.7806838413816015,-13.31371254771438,6.85633156407394,-10.066910290914718,6.489671330972952,-11.014836779763904,5.185333939562261
4,-18.904966488683986,4.061898164898574,-11.671186807015125,8.000741390075767,-21.207505415021327,0.08088460531999342,-16.968699879396752,5.389967798182318,-17.490346164322276,8.918299747308087,-18.59188245865923,4.165076316626019,-18.632278488134386,5.668873782063991,-13.691344230403635,7.347070996607044,-10.345893935112464,6.984548076265246,-12.058162735502268,5.468160132571224
5,-18.15029631188657,3.8104255671899843,-11.67403363859933,6.668329630761967,-20.878475396383863,-1.124643455494376,-16.31449030440327,5.107627033828922,-17.122272841352178,8.212979014002935,-17.7813685941284,3.5450088876316403,-18.50342059484327,4.259507179938076,-12.206424191002082,6.887076619734295,-10.02692235151884,6.24775433459104,-11.20912741433084,5.0225054351300376
6,-19.89210397243695,2.569383674443751,-11.361483905757861,7.117357344236976,-21.649755435804153,-1.0297316085655956,-15.624337832463372,5.2241254294412,-18.600022615602324,7.113818704666916,-17.735006559457034,4.074452189080455,-18.756864808605652,4.350875686741435,-13.079521237867594,6.404121803318951,-10.341287927706418,5.973045486113737,-10.57128936883963,5.169516335096396
7,-17.916790309931553,2.5615001845139345,-11.30405545773885,6.385717455992608,-20.790764221914806,-1.8652187038307058,-15.220347856566349,5.029954939548951,-17.01511687928215,7.083603965223308,-17.595548983068888,3.4619720168184296,-18.438891840139327,3.68240608495671,-12.163495617810094,6.74894664782865,-9.933136540986075,5.766780026236298,-10.201107454066042,4.98280134837493
8,-17.916790309931578,2.5615001845139416,-11.304055457738867,6.385717455992636,-20.790764221914806,-1.8652187038307058,-15.220347856566336,5.029954939548967,-17.01511687928217,6.96961260441164,-17.595548983068912,3.461972016818436,-18.438891840139334,3.682406084956742,-12.163495617810094,6.081425247279677,-9.933136540986093,5.766780026236298,-10.201107454066042,4.98280134837493
9,-17.91679030993155,2.860171975497312,-12.012711750018862,6.385717455992626,-20.790764221914802,-1.602214500640052,-15.220347856566335,5.586407213974104,-18.219392677531957,6.969612604411676,-17.79189750969601,3.6931423935212955,-19.649595418529238,3.682406084956738,-13.056660030847334,6.081425247279677,-9.93313654098607,5.766780026236298,-10.201107454066063,5.577990926548106
10,-18.59886633860818,3.591679973000729,-12.926522987625695,6.3857174559926095,-21.01869529157614,-0.37503483468543275,-16.457540933789375,5.961302646908403,-19.16779438496362,7.017269418509379,-18.493618701165058,3.868628908419983,-19.80574126535411,4.308064570220126,-14.361506289057715,6.2501670830570655,-10.258870938300035,6.583021075874545,-10.964397594326513,5.803995317730397
11,-18.25227406883734,3.2351431675714397,-11.532011333532548,7.046447687376704,-20.970040964592208,-1.087946587384705,-15.49911085916298,5.36719605303932,-17.481744559994297,7.4808773693483115,-17.857458260831425,3.7683363396065555,-18.920112863369127,4.017364047600307,-12.846893933764232,6.548799207524905,-10.157437796858565,6.034417175264116,-10.55594453867379,5.450443809998121
12,-18.759441572682324,3.2423821294650503,-11.408363100131403,7.111491329777039,-21.564314019222003,-1.5212727463797582,-16.04971666481911,5.283927559620944,-17.22083820470025,8.130937606791106,-17.718959555684386,3.919963749373385,-18.448899989285458,4.810933266984536,-13.057589363862554,6.922211990335613,-10.135141967080154,6.372321707468112,-10.729343655775113,5.193030220936085
13,-18.789123361306597,4.465074920378212,-11.831451285267079,7.626218601100041,-21.544611535271663,-0.5635739976896533,-16.523971325534696,5.5171746628478315,-17.028864603167815,9.487890735473304,-17.80754472611842,4.751167317649086,-18.47702194229543,6.136899780630453,-13.828423866769954,7.475727559395182,-10.939627191317506,6.54319504419672,-12.041309866324616,5.054555180031565
14,-18.362507463928086,2.6813338853214588,-11.405925164677686,6.4307229303157705,-20.895177439410247,-1.6849229340743312,-15.328900920506241,5.186129094726865,-17.28927513415551,6.969759702392462,-17.77626810708179,3.5009052278675563,-18.645176450451945,3.7497681171789807,-12.169127913222583,6.251867865119352,-10.027613523744236,5.805326375789868,-10.213325138797387,5.130284233464033
15,-18.7985236149854,3.75540192160725,-11.943644040107461,6.848674076679395,-20.790764221914806,0.31836196312000187,-15.440880854989786,5.928894899377649,-17.4369211445492,7.536336566663998,-18.696004732302477,3.507318897693704,-18.438891840139316,5.000480073202669,-12.217388558690118,6.97828124648402,-10.53499018912289,6.115408627641003,-11.560518158591062,5.250017295674195
