,o_0_lb,o_0_ub,o_1_lb,o_1_ub,o_2_lb,o_2_ub,o_3_lb,o_3_ub,o_4_lb,o_4_ub,o_5_lb,o_5_ub,o_6_lb,o_6_ub,o_7_lb,o_7_ub,o_8_lb,o_8_ub,o_9_lb,o_9_ub
0,-12.860083399154762,-11.02660056298496,6.8500143243720055,8.61569627008351,-13.147279985580763,-10.624846335173974,-7.040479677528631,-5.134955352392102,6.8500143243720055,8.531426446475079,-3.188973823956063,-1.5041958253620118,-0.9049137274981041,0.3866387038535718,0.35007165407547136,1.6669266596877415,-3.142411344603656,-1.8868629210262902,-7.31986763169847,-5.018570873428511
1,-13.682703798566383,-11.020746228746969,6.657575169223949,8.775662782891242,-13.353589443046314,-10.525331220266807,-7.410100766119602,-5.3125763642131885,5.3565482046069475,8.439049814485601,-3.2543779575871277,-1.3981312408041813,-0.610621800432811,1.085260069319927,0.3433614062421233,2.5967507387880278,-3.8474985066018137,-2.000235289494576,-7.413079500320021,-4.507249688939631
2,-12.091894277844862,-9.412225758259549,2.3105274288242676,8.571402504451322,-14.087830931847902,-10.041407524479611,-8.032367627319553,-4.04426547809206,2.2109913945811575,8.571402504451322,-4.410861923084245,-1.613107979612145,-5.529552763707887,-0.7260538774346253,-0.3453869456105772,2.3435192164925276,-2.8990758401512857,0.01449754687741047,-6.331627235160401,-1.9947712104166997
3,-11.30918282939809,-7.645128658313763,1.0564287842573514,3.8010560811157377,-13.745087256419557,-11.041907047721702,-7.526689332284235,-3.562549844386746,2.7312388941616987,7.459631172916531,-7.246984744365374,-3.3068798338191767,-4.707608250773571,-1.0373981255912263,2.7312388941616987,7.459631172916531,-3.3456724678507292,-1.5634735682669434,-4.148851898123729,-1.7780670893888315
4,-10.67513622471439,-7.859259021629544,0.6402336901304122,1.652876703035687,-13.777455341923435,-12.204665230104066,-6.668292140613117,-4.011227290580587,2.6527846869572262,6.539506241272488,-6.34653921153162,-3.065690924775094,-5.2988169825934515,-2.447921953050761,2.6527846869572262,6.539506241272488,-2.3929475590416227,-0.9776705363201443,-2.565013874741342,-1.3957749996058342
5,-10.460058834242247,-9.32830882170614,4.629138938284424,7.602202221090263,-12.53919000477014,-10.527827859502693,-7.318235499757423,-5.717427899289616,4.629138938284424,7.602202221090263,-3.818360354452515,-2.1851747227327674,-5.6672471620973175,-2.940369645599472,-0.9064361904458225,0.16652294114390487,-1.4668988699909737,-0.005018414026228379,-5.418979299463656,-3.17969669156774
6,-12.268145093591071,-8.85858001035727,1.4642676276971132,8.763535218989604,-13.56098833551688,-9.323943794082448,-7.442314844836738,-2.874318394290983,2.1392792535324108,8.763535218989604,-6.501553411780594,-1.9728024942539581,-4.9249262079203335,0.013002940386287465,0.5310156137490027,6.408544817599707,-3.7455742717069365,-0.6189859969611499,-6.31637357282585,-1.8570813791141725
7,-11.314817484676416,-6.01730407263501,-0.542497941046447,3.179130138812061,-14.739988189921338,-9.826566286845706,-7.819326431838935,-2.1018331354653523,0.18068054808573963,7.217016011577397,-7.285992599330103,-1.6111836330643023,-5.831076079822859,-0.5039308842082759,2.0373413730187018,7.218274094232503,-2.6089250929302343,0.7981427216484648,-4.833247857169848,-1.1527779483321576
8,-10.76747482005433,-7.352413147036872,-0.4236236783595886,1.5865064637396353,-15.794399170407834,-13.709398202808107,-7.4868064645973735,-4.3389404706548795,2.768177312085222,7.107417824651468,-7.5352218938541835,-3.439529914005318,-6.771057393116751,-3.223222034526588,2.768177312085222,7.107417824651468,-2.3764551670016436,-0.20384554914973324,-2.1908111326180837,0.4264730768271856
9,-10.814197149453,-7.03086815632938,-0.37087968455736364,1.8128720670794904,-14.750098002020795,-12.437275909632252,-7.445798671756428,-3.911064009704488,2.7262183702972074,7.162374113536019,-7.7163058769792165,-3.3621520574016315,-6.317883777492586,-2.1808964928555064,2.7262183702972074,7.162374113536019,-2.4018291154693507,-0.2741699780915846,-2.7055285358318817,-0.4696046306799695
10,-11.013124912508037,-10.172185351415477,1.5074312250516715,2.008493578125732,-14.562479898735324,-13.903059836122468,-5.862923056162035,-5.037342397558497,4.487717521169315,6.137914223216123,-5.53172804975051,-4.386360212378631,-4.127850917951536,-2.9721794062183102,4.487717521169315,6.137914223216123,-2.989951084244445,-2.48580132581542,-2.5731244918710576,-1.9286587492605454
11,-11.470819641372339,-9.221176952976453,0.8162128169863125,6.935326742040283,-14.629878158714872,-10.25828785349366,-7.10479364217357,-3.993880959767587,2.2283665690827874,7.007587814979279,-6.153019437483496,-2.5496865555173067,-5.017186710162242,-1.8980080636753134,0.6515818868423087,7.007587814979279,-2.7806311358890357,-0.5553368854742393,-5.452897362040511,-1.8937763782377126
12,-11.709855516363067,-6.761090523424295,-0.49209250264481597,8.960676495242854,-14.103835326356743,-7.684848902682857,-7.399648510620493,-1.6432750680172228,0.08941494356580512,8.960676495242854,-7.928127498109826,-1.3485957574614305,-6.877803385130541,0.18590321911236418,-0.3754912077941521,7.444055538492351,-3.3032191906782056,0.5837494082439094,-7.470891397466674,-1.4483011479830399
13,-10.643762810523533,-7.863520885591042,0.7682200593533279,2.475705429654681,-13.488515567546518,-10.318218762425023,-5.434532255810996,-3.1595553782765413,2.711469953998,7.290234314254146,-6.598018976323065,-3.4861376267545454,-4.470892130964902,-1.2916868216146065,2.711469953998,7.290234314254146,-3.0571301997977365,-1.6777135623233268,-4.15044311108514,-2.363363100160635
14,-9.681824238887238,-7.897775475655088,0.7905851597703777,1.5451284876220306,-13.593378506105548,-11.938844567548513,-5.98476482968913,-4.748076665464096,4.254809347704887,7.0215081286847765,-5.939616063709607,-4.104589998066241,-3.57273266935215,-1.6591685241939098,4.254809347704887,7.0215081286847765,-2.3633970000214166,-1.7269995153963469,-3.491145390286142,-2.3533477396880707
15,-10.315869333459373,-9.138569442265695,1.5116951951746507,2.250068195768447,-15.064184037365383,-13.850964133004556,-7.558642775913671,-5.703366850830338,4.4295339278947345,6.856923859036589,-6.074238552822712,-4.488819366269533,-4.724555708485015,-3.326720177716085,4.4295339278947345,6.856923859036589,-2.790021856433911,-2.0647437781827795,-1.988933191103165,-1.165032310398304
16,-11.704375738575083,-7.052169300794736,-0.2543545903392159,8.21307740939417,-15.450996288635793,-9.05060124334656,-8.624249252990488,-3.2279171079910953,0.7409378465877471,8.259559739833659,-7.521380758986515,-0.9426893142744164,-6.233348866645112,-0.2682603498973256,0.1597628340813737,8.259559739833659,-2.982859985374222,0.5826506215836962,-6.165503034221941,-0.15828508948849507
17,-12.520351795444213,-8.614904919746122,-0.06811633174414405,8.732003619843189,-14.433148298495151,-8.723891665611484,-7.562163386505213,-2.1702313251842673,-0.11953913646181796,8.732003619843189,-6.35645564913569,0.0021925505246946364,-7.001460684077287,0.022886950894449587,-1.2019609420574935,6.532485998148424,-3.491038414516057,0.8551018835394851,-7.000953080360124,-1.2442331871406007
18,-10.540854607960872,-8.226526448987318,1.0489621333501074,7.009659009102994,-13.982699818811383,-9.349840755919654,-7.721307851957127,-4.83631580096969,1.6988596470257635,7.009659009102994,-4.796516270897058,-0.9116067028387639,-5.077320384119673,-1.5788708669370584,-1.8281732816212533,5.211899582308559,-2.364127978400439,-0.0423341261863055,-4.931950808206334,-1.182550429761273
19,-11.900099883884696,-7.714919852237566,0.08451816069839158,8.627898684145704,-13.887045893232314,-7.007963749049715,-8.72332975105598,-3.2312584662556882,0.15285983257899005,8.627898684145704,-6.1532886337407415,0.479247994130825,-6.4571868572914095,0.007362313440697377,-2.638669905773449,6.433159341358277,-3.682855629348806,1.4117209733935576,-7.6486952943404765,-1.7507517744230863
20,-12.30193898833776,-9.000732097060238,1.3352374750321765,8.856773052150686,-13.669379572864676,-8.111676831510694,-8.05660059122544,-2.945600978315057,1.46100676022148,8.856773052150686,-5.004665974612304,-0.372788883843734,-5.617980670321366,0.178208681530577,-1.3286944140072432,5.164837082150308,-3.6370938306572884,0.8374898358201943,-7.574392178727795,-1.9483869726890481
21,-12.734624495318918,-9.152354640902583,0.7723616223209278,8.916910260456758,-14.770052309677265,-8.624835569432623,-8.141791606318975,-2.8819133638320213,1.166367519959445,8.916910260456758,-5.6306010972696985,0.19281816005840252,-5.062567683403174,0.8193792222236111,-1.4854065925865931,6.702930732251401,-4.4389125242264065,0.3121676337178288,-7.102874895784978,-1.2979579034811792
22,-13.05099784665173,-9.694397021995046,1.28720387736939,7.992442115464053,-15.13158908710974,-10.164062155600918,-6.5496909250940645,-2.1051012751401563,1.6777179814304564,7.992442115464053,-4.935553590171936,-1.168602457719001,-6.108071588831799,-0.729411355816669,-0.857585888973376,5.641027179455984,-5.1362693660714855,-0.8912232615348606,-5.31366346898033,-0.35672941878749287
23,-11.55358503866117,-9.299780010606648,-0.43863011587323786,6.902009139421724,-15.348033905573379,-10.40102265074443,-6.2920596239296325,-2.041584806588862,0.4905884177614803,6.902009139421724,-4.792070007939002,1.1976776999679672,-7.025940795931506,-1.7676368484167753,-1.806082351648962,5.2359764240959805,-3.479242350938121,-0.3991075591519333,-4.787670060031744,0.1663748232956186
