,o_0_lb,o_0_ub,o_1_lb,o_1_ub,o_2_lb,o_2_ub,o_3_lb,o_3_ub,o_4_lb,o_4_ub,o_5_lb,o_5_ub,o_6_lb,o_6_ub,o_7_lb,o_7_ub,o_8_lb,o_8_ub,o_9_lb,o_9_ub
0,-1.14359011633767,0.09481658772062719,-5.527050734315655,-3.971741661161344,-11.122813142672165,-9.729092596046343,-10.640825799597694,-9.324320405396373,0.04820753918626659,1.5799848747592113,-3.3343848952655595,-2.438629179130361,-0.7432544923681412,1.5799848747592113,-6.993837893675452,-5.538000886527326,-5.706106900965246,-4.238284171634502,-10.516225502072807,-9.72927008005519
1,-0.17128114817834011,1.0199874812810679,-6.348062534768971,-4.724319247679633,-9.936300370893129,-9.22518158822934,-10.196571796798699,-9.40515923141696,-0.17128114817834011,1.0199874812810679,-4.680665318293852,-3.846996200159348,-2.8675890724316675,-1.3159631045489122,-6.743222707924958,-6.358098188503245,-5.145987313876311,-4.603131637304957,-10.093986609289837,-9.505614415573376
2,-2.409241047627337,1.871756173385294,-6.876358747390395,-3.355623254848064,-11.457906050049441,-6.419842736542762,-10.322265551500385,-7.899861669145928,-0.7353210833579941,1.871756173385294,-5.230245057603839,-2.500174409206842,-3.020125141870927,1.46426550930941,-7.459271085971613,-5.345171768585981,-6.149155616132359,-3.641940196420731,-11.339838264677157,-9.289942879853978
3,-2.047565906139191,-0.3398884216944401,-5.860558059578167,-3.549401330965717,-10.579408946857221,-8.596915578089485,-9.754311464656325,-7.449150837353282,-0.604231202124014,1.6157124544934476,-4.124469834875206,-2.564351977670836,-0.604231202124014,1.6157124544934485,-7.172886444148372,-5.041801501512844,-5.8314734488262,-3.78802839951336,-11.014732654374118,-9.797266732683672
4,-4.560619923498669,1.4809818465063653,-7.100332193907967,-1.5756504475702282,-13.62124682293948,-6.9529599364122205,-11.027956302335426,-4.889203946228164,-1.712959092676595,3.2239225676642413,-5.3632565411007285,-0.7393533679301347,-2.7755151947117245,3.2239225676642413,-8.820706913192511,-4.3660321476010955,-7.42764701684986,-2.877933161630674,-11.855434820677608,-9.006943853794606
5,-2.2712953857868277,-0.13338427811307396,-5.693132962361071,-3.3741486414651365,-10.236781994245966,-8.244504989287302,-9.224522367800386,-6.844519999964807,-0.9429942426633074,1.2851925354739329,-4.196605561230045,-2.629481990339558,-1.3464580838606253,1.2851925354739329,-7.0956692094350675,-4.957706331289403,-5.426898884672132,-3.375948595132079,-10.235286968107452,-8.654578979011907
6,-2.53446822141267,-0.5901029457700879,-5.930548025283263,-3.4374083186098403,-11.024866207825331,-8.090388147483836,-10.40137338862641,-7.798543660249494,-0.7641143892827862,1.6622771411032689,-4.485309231092081,-2.7497342134830434,-0.7641143892827862,1.6622771411032689,-7.010708073203859,-4.707366157457006,-5.7439176466709645,-3.5074041846948525,-10.770048999343267,-9.447782214500402
7,-1.3808580320026331,2.356592984293585,-7.375781826066703,-3.3758809227235735,-11.868747117708306,-6.114968539237559,-11.636913008292142,-6.76378457008018,-1.3808580320026331,2.356592984293585,-5.726644158306498,-1.7356423453817604,-3.704137658216937,1.028167663486401,-8.041189317630439,-5.202542763234159,-6.72102245801375,-3.784171884080675,-11.185141754685208,-9.146198685037628
8,-2.1993744711580447,1.2062229686867696,-6.482751360391294,-3.3663340879074704,-10.287344573070381,-6.7510254627890784,-10.397983632017842,-7.70675568518306,-0.9623472653345025,1.5276579991132417,-4.9259988021103025,-2.6094559053108006,-2.7934236587571366,1.5276579991132417,-7.65068251562343,-5.21667242752432,-5.746198649719915,-3.450533011770172,-10.878520627235664,-9.453288115073837
9,-2.684397078447291,1.419768257064166,-6.39824758802138,-2.6325593795124,-10.383598548116067,-5.268789957843915,-10.849086784883479,-7.148695056111629,-1.4228174068849366,1.7622432144992022,-5.494436756106112,-2.458386370325014,-3.2936853899054657,1.7622432144992022,-7.991528856096365,-5.07487521436733,-5.136440373863642,-2.0556322578954367,-11.017614038389363,-9.321823489215518
