,o_0_lb,o_0_ub,o_1_lb,o_1_ub,o_2_lb,o_2_ub,o_3_lb,o_3_ub,o_4_lb,o_4_ub,o_5_lb,o_5_ub,o_6_lb,o_6_ub,o_7_lb,o_7_ub,o_8_lb,o_8_ub,o_9_lb,o_9_ub
0,-8.464815285542066,-7.5707374331393,-3.5483319608469914,-2.5701284214481053,-9.420681468517117,-8.666474888915047,-5.275040143185493,-4.66606672853969,-12.922340995896636,-11.820663692202999,1.4136035050813809,1.9823760050795645,-7.296966812790546,-6.830728981436406,-7.585779506400369,-6.8852308263111155,-2.292403498970959,-1.8128536317245105,1.4136035050813809,1.9823760050795645
1,-8.779431040464374,-4.07696791979917,-7.249934444361057,-3.5920798608488336,-11.64890735575869,-8.411703917082056,-7.5105032521893955,-2.5311881293854483,-15.848954075404945,-9.008952276846104,1.482601501012506,3.558241123832562,-8.431543860664084,-4.781625169417266,-8.471920915680467,-4.325411362647982,-2.956023592607689,-0.8649425318400782,1.482601501012506,3.0107622523816375
2,-6.075600657641765,-1.8606580952771723,-7.0012632686790415,-4.028176489871772,-10.86310553179965,-8.691399419355564,-6.673529957320034,-2.3028371520683772,-7.159337067021782,-1.7263650268434292,-9.380434709492178,-5.1469273117968,-7.569733766525224,-4.6015866265053695,2.158709807641306,5.334689855263254,-3.4157480318691293,-0.36314802205673913,2.158709807641306,5.209837374992043
3,-6.918456075658728,-5.774654666755478,-6.839166189222651,-5.253794140873289,-10.519331447168906,-9.61700662529881,-6.289558419553106,-4.849446640310792,-14.733459730212282,-12.15708797988425,2.069693463476446,2.567448674839151,-7.411471530410844,-5.92659295776179,-7.865519718262994,-6.281562368604922,-1.942249122767636,-0.984371485450561,2.069693463476446,2.567448674839151
4,-7.916836670270886,-4.837894447068963,-7.261673589685958,-5.273463390805609,-12.022913432041557,-10.49102206245701,-8.020792812156488,-4.8555405307802335,-15.282012658188355,-11.96007094499956,2.483567627170711,3.078120901211278,-8.38283463807799,-6.883943676524887,-9.353904796783095,-7.0374948744570816,-2.1592778680655873,-0.9347123591171256,2.483567627170711,2.9757002946005278
5,-9.33022892417527,-6.0914145166665215,-5.936367008084991,-3.5344312878900643,-13.047848246789602,-10.490900294749762,-7.030042142377869,-4.413469582616973,-14.418423104374531,-11.256134081905575,2.420377282385258,3.4696124590951345,-8.373903356055177,-6.897156639995458,-9.266755419184793,-7.128891315842255,-3.0844147771701405,-1.4794649134351192,2.420377282385258,3.361434581139318
6,-12.093384384425734,-2.6622976159730602,-7.927600293690734,-0.2995985218855619,-11.676557743597346,-5.670879401625986,-8.151580046142186,-0.7073729236350489,-18.965350167608044,-7.846473048500369,0.07096311997557878,4.217655063002115,-9.511124222310473,-3.8536926928735165,-9.155502924935622,-3.1302628386170728,-3.976864371561635,-0.5896228488308202,0.07096311997557878,3.0473137579567497
7,-9.29067808813815,-5.7895504856590625,-6.805111659812806,-3.948459980607391,-11.364992394770738,-8.854841308354237,-6.620252156672739,-3.133312021637433,-15.890550914336716,-12.05100476759146,1.7778397964163741,3.2512952088635947,-8.270776284331657,-6.35045400904656,-8.592025681520667,-6.264257159208717,-2.535605486311069,-0.8821690266793836,1.7778397964163741,3.16255246091991
8,-3.181887181043483,-3.0657563773280376,-4.632365653554684,-4.587080112303513,-10.282673380249877,-10.260599454726997,-5.539334500481328,-5.319526454652925,-1.701229710642439,-1.5933387671997006,-7.776732853185988,-7.700678774413948,-7.040043606274414,-6.942001482373016,3.1011950483616495,3.2463619611313113,-1.4392626279770662,-1.372069625583768,3.1011950483616495,3.2463619611313113
9,-8.97484327641103,-4.331010191831579,-7.161376079449971,-3.706707374924639,-12.283063513747026,-8.880880872122045,-7.412922086749541,-3.5334493593435687,-15.511154051023663,-10.997329067000951,2.080873896200453,3.6249409218616386,-8.586742414866428,-6.437173447151129,-9.284607714552028,-6.162245533088888,-2.6529188698744264,-0.9039296771925177,2.080873896200453,3.322388978410301
10,-11.598659273332714,-3.128247335226773,-7.347621178955857,-5.165202473566028,-7.4703239366131164,-5.2327711167503015,-2.5148839827576364,2.897511060978641,-18.76522624912925,-5.788259344201705,-10.743547941045865,-3.9216110664254322,-14.371152514599514,-8.537593083450803,-3.793102197573805,3.990968743105131,-2.6730054811861583,-0.8017805747249311,1.7808059455759282,3.990968743105131
11,0.38215696388720133,2.579817318446998,-11.327102909478157,-6.009659041683904,-10.142363295646165,-5.3793048321188115,-8.461801899286138,-5.073968139874089,-10.48742702762944,-1.6693429627292287,-8.212067097438167,-2.8010235421554173,-8.145180129793415,-3.164370498065849,-7.250464067632112,-0.6160422489065126,-3.1365007875076176,-0.6159649009444654,0.3610794027392279,2.579817318446998
12,-6.6210419097313125,3.2784502782609515,-12.830997477750424,-4.863393466175989,-11.130589750597963,-5.514023767949054,-10.081262816841441,-3.944910118016852,-15.535902382129777,-1.3237635290263987,-8.228950671992683,2.4482813078626027,-8.019206777128598,-1.88677041899322,-8.545316448205394,-0.4791238811526566,-3.4658763968167126,-0.1547606169120419,-0.05589149416804762,2.950209638698224
13,-10.318352351144894,-4.965648943040438,-7.254503469000848,-3.837670397517663,-11.645900366873592,-7.981779348661724,-6.029535212331757,-0.5541968559354392,-16.82392030198739,-10.919031452007518,1.24853523095281,2.9541114315005355,-9.0147842834105,-5.755064024765925,-8.492881327740704,-5.024104598961249,-2.8091508528276066,-0.11129412239331576,1.24853523095281,2.8159112544262497
14,-9.904513722957269,-5.501792811816477,-7.177112416969122,-2.802171449283991,-11.35675693260665,-6.828015994794895,-6.195568152263827,-1.6211528361118879,-17.903061285126356,-11.776142966863375,1.2393380634890745,3.2249821132171403,-8.942503354966123,-5.847624120585724,-8.43009792654648,-5.608376921052835,-2.8803132361475265,-0.3218857741027623,1.2393380634890745,3.010698934952939
15,-10.122786018377312,2.013583932743123,-9.89000878761112,-3.023412544232791,-14.251798339723376,-8.842674463902439,-11.11150823353673,-2.8664664120676764,-16.2234519188286,1.6045631653385648,-7.299466754109464,3.5259086292608126,-8.912061385252331,-3.306880713120531,-9.487351955425893,-1.5886188790542288,-3.7145372275061073,-0.8272283101064813,0.08217947764829359,2.9290504193216593
16,-8.171295892496513,1.411142423563766,-7.244538687044086,-4.9758656688961205,-12.903648710052959,-10.518147712505792,-10.492883377242823,-5.03252980622341,-14.69929337174427,0.37675491970427544,-5.788162828699436,2.8545128159790383,-7.53544504571618,-3.8440546813686582,-8.246842243499097,-1.80499299459856,-2.3456189250360344,-1.205512598002327,1.2717947053565624,2.837201031875392
17,-10.303021928735042,-0.10970034844260079,-9.013470961074264,-2.0298939992278173,-15.341653725918226,-7.5479871338947415,-9.105616713295193,-0.26282742484133403,-11.711753465308712,1.5276075035408652,-11.793560382699972,1.8969510950176511,-12.36686886160981,-4.521620141729843,-6.658024770752345,6.361655516338771,-3.448169776432396,2.3417706652703805,0.041563944289433774,5.7461969153056085
18,-6.251393334857683,1.6717659300584788,-8.46225697656336,-4.023123130015684,-12.492857538890407,-9.704771774959397,-9.488643601889779,-2.5492026962977916,-6.37251890276497,-1.5358552507057466,-10.501223370621245,-4.092698508685432,-9.879388865803572,-4.209214217780639,-4.495578257230611,5.765236725032503,-2.7258479895363434,-0.46460393937644406,1.0630982827820268,5.765236725032503
19,-9.211969570554452,1.1555822932431248,-8.304284388842449,-1.7421881797486696,-12.880178212427047,-5.308073676264332,-9.484132118059875,-2.5675588186787373,-16.720211321832014,-1.4129294053234838,-10.138161834180448,2.9436425233760706,-13.11515764058171,-4.252045744111389,-8.841435742853486,4.971509943465755,-2.587643144614449,2.6112970356651877,0.24059588950100397,4.971509943465755
20,-7.157349120624345,2.4114782940003363,-8.81027008551812,-2.5589856324133975,-16.20540220360965,-8.813987605415392,-11.078140760639664,-1.3666007635734825,-8.513619697340115,5.348689115331786,-12.132673740838806,-2.3159174054060627,-12.216815296484606,-4.093144934663668,-4.759580313078455,6.491233876569008,-3.2249359049796267,1.8536034675567072,0.5596599930001663,6.393126211774563
