,o_0_lb,o_0_ub,o_1_lb,o_1_ub,o_2_lb,o_2_ub,o_3_lb,o_3_ub,o_4_lb,o_4_ub,o_5_lb,o_5_ub,o_6_lb,o_6_ub,o_7_lb,o_7_ub,o_8_lb,o_8_ub,o_9_lb,o_9_ub
0,-23.29052279296633,-15.312190001625222,-6.847095784956023,-3.278422436042967,-8.386769913750367,-3.278422436042967,-6.934510097082062,-3.9715371063507874,-19.280310472773788,-11.296547496170206,-10.658703751364193,-4.958604261096746,-12.887963566575678,-6.899245150566867,-18.372564941809678,-15.929854782529844,-15.706641580743263,-9.429768897992062,-12.016540797132304,-8.62447842509421
1,-22.44162626894549,-15.263917962138382,-4.357679264822509,-2.1977667560540888,-9.8597274461444,-7.465936709180365,-8.533780108848882,-6.1412085245370935,-18.559043489804363,-10.126683314815402,-9.997273216930607,-4.209335201654505,-9.515664253760422,-2.1977667560540888,-19.88784639977627,-17.505834104887565,-13.305599390934901,-7.839859534045432,-11.426574919472099,-8.487225698344627
2,-23.517238870640867,-16.10282191336619,-5.531390828305289,-3.202103304466701,-10.407288525954783,-6.9025218535838295,-5.855463683423941,-3.196515219432094,-22.421884855144448,-16.664093954767687,-8.855626958354756,-4.313932537445622,-12.608280524258047,-8.498871970970796,-17.426143275964012,-15.94743764470212,-14.653098542643706,-10.726398389892225,-11.601095921712796,-8.672383689724883
3,-24.621502608704137,-15.6466258496852,-6.959628266507194,-2.8829639545112395,-11.620618154590572,-7.049054279604891,-8.626288480309855,-3.487188326340892,-21.804065460561894,-9.494759001938927,-11.712043869557771,-4.7522905328266205,-12.580725833420189,-2.8829639545112395,-18.356982722392296,-15.145718128186388,-17.77464413542924,-9.779314927189382,-12.410597142651843,-7.97389562854126
4,-22.59099412660453,-20.191351779037454,-4.924243031246136,-3.20025269839031,-9.935576017193807,-8.928641774301136,-9.445374356948232,-6.6431077013777315,-21.123202219787995,-17.89059040462149,-4.924243031246136,-3.20025269839031,-12.701840854653355,-9.567048020838268,-19.797137720770802,-17.256161244512704,-13.993178485922192,-11.476614609842887,-12.889228575489298,-9.987704381518506
5,-23.43881226993255,-13.431758516924301,-7.052257699185416,-1.9767983289469884,-9.068963831161515,-2.856686846466999,-8.75039299779614,-1.920563174557664,-23.369408849526643,-9.950912215192298,-11.45707993880513,-3.2559241739425637,-14.070071447287232,-2.3017468398533207,-19.239962903067784,-14.48620083997838,-15.141989744302856,-5.50603080763863,-13.255847339824303,-7.642823647489158
6,-22.509714152688247,-12.705868535947754,-5.893920546734938,-1.0125808463648645,-10.101380385818695,-5.762707887562785,-11.204484377784638,-4.705829078363558,-22.351015065231856,-9.120117958318048,-10.595660344187241,-2.4033117519402536,-12.944906578427958,-1.0125808463648645,-20.305059467783757,-16.257551476628766,-14.916195947129275,-5.538475344191421,-13.359136989022844,-7.725830735184792
7,-19.60939004807932,-14.885126131166592,-8.40183368837001,-4.446617715958499,-8.40183368837001,-5.7032932528895675,-11.559108425167343,-8.11804289375652,-17.71449142337589,-10.83627566792359,-20.758169432955924,-12.5249868885854,-18.44406754235911,-4.446617715958499,-19.844918034477487,-16.539731219821256,-13.55452949586046,-8.963511164628489,-12.681402260830945,-8.054696680475146
8,-22.344978666244323,-18.784196840181306,-4.987043836245826,-2.552834230773175,-11.491074886874483,-9.374870014905444,-9.050815344910065,-5.587239487050256,-21.07757289267949,-16.30014943131561,-4.987043836245826,-2.552834230773175,-13.371018274977931,-9.17625960507203,-20.768350643075614,-17.054333435926925,-15.220379093016057,-11.726539286720413,-13.659902903561033,-10.329695088368513
9,-22.604924114896516,-11.895396742094519,-7.056228813940093,-1.6123515692298225,-7.981320614961164,-1.6123515692298225,-9.65088299476361,-2.024709893536546,-23.278424446497056,-11.344670110651432,-20.107851988068596,-4.532915742267987,-19.543309440071507,-4.8034842618416125,-20.24487540468457,-14.620627128285093,-14.832514542887983,-3.981475834871217,-13.58480326715338,-6.550237071019897
